Hal Film Maker	103	65	39	0	0	063.11	037.86	000.00	000.00
Matrix Software	103	0	0	48	62	000.00	000.00	046.60	060.19
SB Creative Corp.	103	84	19	0	0	081.55	018.45	000.00	000.00
Yakuza Series	103	0	0	25	78	000.00	000.00	024.27	075.73
Ankama	102	33	50	18	28	032.35	049.02	017.65	027.45
Kitty Films	102	43	59	0	0	042.16	057.84	000.00	000.00
Science Adventure	102	30	17	30	26	029.41	016.67	029.41	025.49
Yusuke Murata's Art	101	16	85	1	1	015.84	084.16	000.99	000.99
Big Comic Spirits	100	34	66	0	0	034.00	066.00	000.00	000.00
Black Clover Series	100	38	64	1	0	038.00	064.00	001.00	000.00
DiC	100	43	57	4	4	043.00	057.00	004.00	004.00
Dragon Quest	100	4	16	34	48	004.00	016.00	034.00	048.00
Futanari	100	34	2	60	8	034.00	002.00	060.00	008.00
Medical Genre	99	34	39	13	13	034.34	039.39	013.13	013.13
ONE's Works	99	19	80	0	0	019.19	080.81	000.00	000.00
Senran Kagura	98	31	2	95	3	031.63	002.04	096.94	003.06
Wizards of the Coast	98	6	4	56	49	006.12	004.08	057.14	050.00
Atelier	97	13	6	62	35	013.40	006.19	063.92	036.08
Beyblade Series	97	13	84	2	3	013.40	086.60	002.06	003.09
Fruitbat Factory	97	0	0	73	28	000.00	000.00	075.26	028.87
Image Comics	97	32	65	1	2	032.99	067.01	001.03	002.06
My Little Pony	97	82	15	0	0	084.54	015.46	000.00	000.00
Web Novels	97	34	64	0	0	035.05	065.98	000.00	000.00
Kinu Nishimura's Art	96	12	7	28	52	012.50	007.29	029.17	054.17
Shall we Date?	96	0	7	2	94	000.00	007.29	002.08	097.92
Sword Art Online Series	96	45	32	17	3	046.88	033.33	017.71	003.13
Vicarious Visions	95	1	3	16	79	001.05	003.16	016.84	083.16
Dimps	94	19	26	32	61	020.21	027.66	034.04	064.89
Leaf	94	38	23	58	20	040.43	024.47	061.70	021.28
MapleStory Series	94	1	1	50	53	001.06	001.06	053.19	056.38
Reki Kawahara's Works	93	58	36	0	0	062.37	038.71	000.00	000.00
Street Fighter Shared Universe	93	0	0	33	61	000.00	000.00	035.48	065.59
Gosho Works	92	32	60	0	0	034.78	065.22	000.00	000.00
Jugdral Series	92	0	0	38	54	000.00	000.00	041.30	058.70
Katsumi Enami's Art	92	28	20	26	18	030.43	021.74	028.26	019.57
Kirby	91	3	8	37	70	003.30	008.79	040.66	076.92
Shuka	91	34	58	0	0	037.36	063.74	000.00	000.00
The Elder Scrolls	91	0	0	51	67	000.00	000.00	056.04	073.63
A・C・G・T	90	52	10	15	15	057.78	011.11	016.67	016.67
Bee Train	90	44	47	10	17	048.89	052.22	011.11	018.89
Bessatsu Margaret	90	45	45	0	0	050.00	050.00	000.00	000.00
C2C	90	80	10	8	0	088.89	011.11	008.89	000.00
Cloud22	90	59	12	44	13	065.56	013.33	048.89	014.44
Miwashibundle	90	8	6	34	42	008.89	006.67	037.78	046.67
Toboso Yana's Works	90	16	44	2	30	017.78	048.89	002.22	033.33
Warriors Orochi Series	90	0	0	30	60	000.00	000.00	033.33	066.67
DanMachi Series	89	53	23	10	4	059.55	025.84	011.24	004.49
Fujino Omori's Works	89	54	24	8	4	060.67	026.97	008.99	004.49
Kagura Games	89	10	0	85	3	011.24	000.00	095.51	003.37
Paper Mario	89	0	0	40	60	000.00	000.00	044.94	067.42
Yostar Games	89	0	0	89	0	000.00	000.00	100.00	000.00
Matt Groening's Works	88	20	68	0	0	022.73	077.27	000.00	000.00
Nanatsu no Taizai Series	88	27	56	6	1	030.68	063.64	006.82	001.14
Sui Ishida's Works	88	35	48	2	5	039.77	054.55	002.27	005.68
Comic Meteor	87	72	16	0	0	082.76	018.39	000.00	000.00
Imageepoch	87	14	9	61	26	016.09	010.34	070.11	029.89
Lilith Soft	87	24	1	68	3	027.59	001.15	078.16	003.45
Ribon	87	50	37	0	0	057.47	042.53	000.00	000.00
Takehito Harada's Art	87	11	5	47	37	012.64	005.75	054.02	042.53
The King of Fighters	87	0	0	32	58	000.00	000.00	036.78	066.67
Rune Factory Series	86	0	0	61	25	000.00	000.00	070.93	029.07
Tower Defense Games	86	1	1	69	23	001.16	001.16	080.23	026.74
Ys Series	86	5	9	44	42	005.81	010.47	051.16	048.84
Amazon Originals	85	33	54	1	1	038.82	063.53	001.18	001.18
Comic Gardo	84	66	18	0	0	078.57	021.43	000.00	000.00
Spyro Multiverse	84	1	2	19	65	001.19	002.38	022.62	077.38
Tellius Series	84	0	0	32	53	000.00	000.00	038.10	063.10
Tencent Games	84	0	0	62	23	000.00	000.00	073.81	027.38
Toptoon	84	77	7	0	0	091.67	008.33	000.00	000.00
Detective Conan Series	83	29	54	0	0	034.94	065.06	000.00	000.00
GoHands	83	33	50	0	0	039.76	060.24	000.00	000.00
Hideo Kojima	83	0	0	25	60	000.00	000.00	030.12	072.29
Aikatsu! Series	82	71	11	68	8	086.59	013.41	082.93	009.76
Comic Ryu	82	74	8	0	0	090.24	009.76	000.00	000.00
Hiveworks Comics	82	44	42	0	0	053.66	051.22	000.00	000.00
NAZ	82	36	43	1	2	043.90	052.44	001.22	002.44
Paper Games	82	0	0	45	38	000.00	000.00	054.88	046.34
Tensei shitara Slime Datta Ken Series	82	37	47	1	0	045.12	057.32	001.22	000.00
Bilibili	81	39	42	0	0	048.15	051.85	000.00	000.00
Frontwing	81	25	9	42	6	030.86	011.11	051.85	007.41
Hyperdimension Neptunia Series	81	26	3	75	6	032.10	003.70	092.59	007.41
Masters of the Universe Franchise	81	25	58	0	0	030.86	071.60	000.00	000.00
Studio Ghibli	81	41	41	0	0	050.62	050.62	000.00	000.00
Wrestling	81	14	67	0	0	017.28	082.72	000.00	000.00
Avatar Series	80	34	45	0	1	042.50	056.25	000.00	001.25
BanG Dream! Franchise	80	41	16	44	29	051.25	020.00	055.00	036.25
CD Projekt Red	80	15	17	33	44	018.75	021.25	041.25	055.00
Grasshopper Manufacture	80	1	0	28	51	001.25	000.00	035.00	063.75
Mortal Kombat	80	0	0	23	58	000.00	000.00	028.75	072.50
Studio Mir	80	34	46	0	1	042.50	057.50	000.00	001.25
Krosmoz	79	21	39	18	28	026.58	049.37	022.78	035.44
Ohtaka Shinobu's Works	79	31	48	0	0	039.24	060.76	000.00	000.00
BlazBlue Series	78	28	24	43	34	035.90	030.77	055.13	043.59
PBS Kids	78	20	63	0	0	025.64	080.77	000.00	000.00
Production Reed	78	46	32	0	1	058.97	041.03	000.00	001.28
so-bin's Art	78	38	35	2	5	048.72	044.87	002.56	006.41
Kentaro Yabuki's Art	77	47	30	0	0	061.04	038.96	000.00	000.00
Midway Games	77	0	0	20	57	000.00	000.00	025.97	074.03
Pokémon Generation 2	77	49	53	18	30	063.64	068.83	023.38	038.96
Pretty Series	77	58	20	56	16	075.32	025.97	072.73	020.78
